posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
-174.1689,4.769832,232.3064,1,4.819209,1
-458.4225,3.459571,496.4894,0.6000061,3.962811,0.6000061
-332.6054,0.6994503,380.3257,0.1235046,0.6998146,0.1314087
-426.7782,0,496.1667,7.032349,0,3.333252
-429.4693,4.223085,495.0282,1,4.266803,1
-422.2443,4.236698,496.4109,0.6000061,4.85298,0.6000061
-474.46,2.72283,217.4744,25.04004,2.72283,50.97437
-257.3514,2.178264,491.8579,11.17859,2.178264,7.64209
-333,0,136.2568,166.5,0,30.24316
-300.1667,0.5015827,160.7846,0.162323,0.5018439,0.15979
-457.7313,3.233112,161.3595,0.4899902,3.613478,0.4900055
-448.1969,4.136848,121.7465,0.6000061,4.738605,0.5999985
-199.8908,0.4237801,124.9777,0.1163483,0.4240008,0.1248703
-420.596,0.4300268,152.0028,0.1641846,0.4302507,0.1645355
-382.2122,4.390182,141.009,0.4899902,4.906674,0.4900055
-465.5054,0.5268744,158.6549,0.1439514,0.5271488,0.1496124
-328.9375,4.837083,152.4332,1,4.887157,1
-356.3922,6.213743,144.1792,1,6.278069,1
-330.2295,3.918261,151.5973,0.4899902,4.379233,0.4900055
-497.0713,3.098067,126.6352,0.6000061,3.54872,0.5999985
-427.2145,6.199176,125.9823,1,6.26335,1
-312.7383,0.445657,130.8066,0.1553345,0.4458891,0.1507416
-306.3467,3.193258,133.6376,0.4899902,3.568936,0.4900055
-492.3694,5.252825,120.0292,1,5.307201,1
-361.145,2.867584,151.1903,0.6000061,3.284711,0.6000061
-181.5928,5.295164,147.6432,1,5.349979,1
-329.8624,3.688178,142.2444,0.6000061,4.224671,0.6000061
-417.3345,4.52783,144.4671,1,4.574702,1
-402.6607,2.477371,163.1306,0.4899902,2.768827,0.4900055
-322.1489,3.250129,149.2574,0.4899902,3.632498,0.4900055
-178.4191,4.494269,144.6716,1,4.540795,1
-480.1243,5.872201,147.8175,1,5.93299,1
-394.8144,3.776135,141.0915,0.4899902,4.220387,0.4900055
-493.1308,3.52774,147.0793,0.6000061,4.040895,0.6000061
-226.1065,2.397472,151.2558,0.4900055,2.679528,0.4900055
-247.8741,3.446701,162.7243,0.6000061,3.948067,0.6000061
-235.3265,2.879578,149.4308,0.6000061,3.29845,0.6000061
-362.0496,0.6385195,160.294,0.1561584,0.6388521,0.1517639
-235.7493,4.201604,151.6148,0.4900055,4.69591,0.4900055
-187.5591,0.4139587,126.8897,0.1595306,0.4141743,0.1621399
-238.6548,0.6282521,157.1869,0.1636047,0.6285793,0.1618042
-472.7098,0.6339254,158.2879,0.1331482,0.6342556,0.1253967
-341.0533,3.554926,129.8106,0.4899902,3.973154,0.4900055
-301.8197,3.937301,163.6688,0.4899902,4.400513,0.4900055
-190.0802,3.672362,129.5456,0.6000061,4.206555,0.6000061
-358.4044,3.975575,160.843,0.4899902,4.443289,0.4900055
-461.3057,3.074544,164.3433,0.4899902,3.436255,0.4900055
-493.9568,4.186752,139.7791,0.4899902,4.679312,0.4900055
-358.1415,3.679731,119.7863,0.4899902,4.112641,0.4899979
-321.6823,0.6112993,154.7313,0.1611328,0.6116176,0.163208
-412.2708,0.7406696,135.8653,0.1512756,0.7410554,0.1459198
-215.8853,0.7180114,157.0503,0.1621399,0.7183852,0.1595459
-461.8099,0.5891887,141.0688,0.1348572,0.5894955,0.1416321
-261.3434,2.622855,163.1554,0.4899902,2.931426,0.4900055
-366.3154,0.4284738,159.8178,0.1228333,0.4286969,0.1141357
-397.5234,3.772932,136.7785,1,3.811989,1
-178.6052,4.037101,153.6403,0.4900055,4.512053,0.4900055
-438.0797,3.306277,144.1139,0.4899902,3.69525,0.4900055
-423.5703,0.6530678,111.0028,0.1407166,0.6534079,0.1468124
-212.5161,4.264162,132.4508,1,4.308306,1
-410.2469,3.834958,138.6792,1,3.874657,1
-224.0877,4.478738,142.0913,1,4.525102,1
-351.2526,2.685194,116.108,0.6000061,3.075789,0.5999985
-316.0671,3.706926,127.4486,0.4899902,4.143035,0.4899979
-446.6521,0.4485528,144.3154,0.1632385,0.4487864,0.1611938
-329.2127,5.094524,127.6241,1,5.147264,1
-322.9015,4.377632,160.5981,0.4899902,4.892647,0.4900055
-170.5581,3.597409,164.0191,1,3.63465,1
-310.1923,3.405914,153.4177,0.6000061,3.901348,0.6000061
-327.5273,3.895757,158.5817,0.4899902,4.354082,0.4900055
-338.837,0.5574644,163.1151,0.1466064,0.5577546,0.1518707
-430.4828,4.466469,120.5859,1,4.512706,1
-464.0852,3.64345,118.6159,0.6000061,4.173437,0.5999985
-358.7821,3.354238,123.5078,0.4899902,3.748855,0.4899979
-390.4773,4.023795,118.5858,0.4899902,4.497184,0.4899979
-415.3931,0.658567,144.4081,0.1620483,0.6589099,0.1594086
-443.2935,0.4573168,126.1668,0.1613159,0.457555,0.1633224
-360.7284,4.273379,153.6912,0.4899902,4.77613,0.4900055
-258.1602,0.5307591,157.5718,0.1607971,0.5310354,0.1629791
-424.6361,6.023292,127.9328,1,6.085647,1
-346.8948,0.6375511,166.4778,0.1613159,0.6378831,0.1633148
-294.3796,3.350758,123.0877,0.4899902,3.744965,0.4899979
-298.5807,0.5936629,142.5164,0.1610718,0.5939721,0.1580353
-350.1444,4.351128,155.9103,0.6000061,4.984055,0.6000061
-485.701,0.5672185,153.0986,0.1450806,0.5675139,0.1387329
-225.9427,4.402991,136.5938,0.4900055,4.920989,0.4900055
-182.693,3.920867,142.7474,0.6000061,4.491209,0.6000061
-385.145,6.119544,148.0224,1,6.182894,1
-203.5148,3.576183,161.379,1,3.613204,1
-204.2387,4.713494,135.1778,1,4.762288,1
-377.6286,3.405737,125.882,0.4899902,3.806412,0.4899979
-423.7192,4.456664,131.4434,1,4.502799,1
-469.9686,3.675816,149.4256,0.4899902,4.108264,0.4900055
-258.6228,0.6281786,137.3239,0.1523743,0.6285057,0.156662
-461.3021,6.008753,140.5019,1,6.070955,1
-493.8876,5.620904,165.101,1,5.679091,1
-212.9001,0.6488139,132.4232,0.1602478,0.6491517,0.1626282
-314.643,2.864379,149.0457,0.4899902,3.201365,0.4900055
-219.829,2.968398,152.2937,0.6000061,3.40019,0.6000061
-464.0407,5.380435,165.57,1,5.436133,1
-484.9788,2.895805,157.4365,0.4899902,3.236488,0.4900055
-216.7467,2.670241,127.9375,0.4900055,2.984387,0.4899979
-352.715,3.474939,123.1162,0.6000061,3.980413,0.5999985
-475.4291,3.822707,163.7482,0.4899902,4.272437,0.4900055
-183.8041,0.4176679,137.9154,0.134903,0.4178854,0.1416931
-394.0533,3.831366,157.8333,1,3.871028,1
-365.8696,0.7048571,151.2673,0.1282043,0.7052243,0.1356964
-395.1813,4.372961,151.2211,0.4899902,4.887427,0.4900055
-329.5578,3.402479,137.2618,0.6000061,3.897413,0.6000061
-174.3426,2.706184,159.7126,0.4900055,3.024559,0.4900055
-298.628,3.250385,139.3046,0.6000061,3.723196,0.6000061
-370.2759,2.736917,166.0273,0.6000061,3.135036,0.6000061
-185.3919,2.969327,159.6904,0.6000061,3.401255,0.6000061
-248.3064,0.4050255,165.5349,0.1313019,0.4052364,0.1384735
-395.7867,4.247589,115.2953,0.4899902,4.747305,0.4899979
-381.8466,0.5756935,129.2468,0.1559143,0.5759933,0.151474
-432.949,3.805331,133.458,0.4899902,4.253018,0.4900055
-250.8716,5.182482,166.4382,1,5.236131,1
-449.9797,6.023355,143.7276,1,6.085709,1
-346.875,3.080938,164.5697,0.4899902,3.443401,0.4900055
-236.5032,3.410392,147.7599,0.4900055,3.811615,0.4900055
-424.1521,3.359665,122.0459,0.6000061,3.848372,0.5999985
-194.6051,0.4505543,146.033,0.1575012,0.4507889,0.160675
-466.2854,5.41998,109.7833,1,5.476089,1
-167.1186,0.7007209,155.8284,0.1553802,0.7010858,0.1508179
-271.7297,0.697791,165.3471,0.130249,0.6981543,0.1375275
-436.8143,5.598195,157.4641,1,5.656147,1
-169.0746,4.518725,148.7943,0.6000061,5.176032,0.6000061
-346.6531,3.842014,123.1293,0.4899902,4.294016,0.4899979
-395.3561,2.910911,154.2343,0.6000061,3.33434,0.6000061
-315.0186,4.803885,121.5426,0.6000061,5.502671,0.5999985
-354.259,0.544993,131.8602,0.1617737,0.5452769,0.1589966
-239.0929,3.178027,128.0395,0.6000061,3.640311,0.6000061
-328.4688,4.275177,134.7818,1,4.319433,1
-476.1871,0.5305741,159.6861,0.1509094,0.5308504,0.1554718
-380.0933,2.863253,150.4417,0.4899902,3.200106,0.4900055
-357.529,0.5832047,161.3277,0.1641846,0.5835084,0.1628876
-261.7849,0.6239737,124.5313,0.161438,0.6242987,0.1633911
-244.292,0.5065936,134.428,0.1404419,0.5068575,0.1465607
-453.6901,3.905925,165.559,0.4899902,4.365445,0.4900055
-297.6444,3.644376,140.9058,1,3.682102,1
-430.9655,5.630602,158.8976,1,5.688891,1
-285.8672,0.6967989,163.3374,0.1577148,0.6971618,0.1608276
-217.0167,4.104899,157.1753,0.6000061,4.70201,0.6000061
-253.4781,0.546522,143.8514,0.1644287,0.5468066,0.1634827
-372.1658,4.472561,147.3426,0.6000061,5.123153,0.6000061
-192.8541,5.312158,147.4476,1,5.367151,1
-474.2171,4.226243,125.9565,1,4.269994,1
-274.5384,0.5750346,139.6673,0.1394653,0.5753341,0.1457062
-445.4984,4.309429,147.0357,0.6000061,4.93629,0.6000061
-331.5818,3.401592,128.0881,0.6000061,3.896397,0.6000061
-376.6216,4.861361,127.3522,0.6000061,5.568508,0.5999985
-212.0248,4.769344,155.0046,0.6000061,5.463107,0.6000061
-269.2289,4.325703,137.269,1,4.370482,1
-483.476,4.547717,124.5491,1,4.594795,1
-176.9829,3.909344,137.58,0.6000061,4.478007,0.6000061
-468.1949,3.430727,146.756,1,3.466242,1
-230.6142,2.753604,131.0903,0.6000061,3.154151,0.6000061
-174.9785,3.697416,133.9415,0.6000061,4.235252,0.6000061
-418.7286,0.4358608,140.7251,0.1610718,0.4360877,0.1580505
-375.1841,0.6034607,117.0485,0.1541748,0.603775,0.1581039
-262.9778,0.6958473,124.5222,0.1425171,0.6962097,0.1483765
-261.9363,0.7004201,152.2972,0.1536255,0.7007849,0.1576538
-360.3278,0.6714207,143.2965,0.120697,0.6717705,0.1288605
-431.3036,3.431818,165.1158,0.6000061,3.931019,0.6000061
-359.4455,4.108711,147.4863,0.4899902,4.592089,0.4900055
-329.8233,4.696296,156.5565,1,4.744912,1
-480.4407,4.127573,160.7734,1,4.170301,1
-191.9299,3.908609,137.031,1,3.949071,1
-238.1013,4.361386,127.4014,0.6000061,4.995807,0.6000061
-225.9677,4.823606,122.3612,1,4.873541,1
-243.6273,5.07262,126.2912,1,5.125132,1
-404.4917,0.7472618,140.8289,0.1364746,0.7476509,0.1430664
-282.8908,3.454054,119.5466,1,3.48981,1
-451.0499,4.095809,110.1613,0.4899902,4.577669,0.4899979
-184.0378,0.5919219,134.5813,0.1614838,0.5922302,0.1634216
-457.9196,3.596054,142.1918,0.6000061,4.119146,0.6000061
-223.6012,0.5387689,139.5202,0.1435699,0.5390495,0.1370392
-455.9232,0.4722895,125.8583,0.1358032,0.4725354,0.1283188
-419.6731,0.52738,118.2117,0.1600037,0.5276547,0.1566162
-483.1762,3.520453,155.1104,0.4899902,3.934624,0.4900055
-413.4759,3.915705,116.2862,0.4899902,4.376377,0.4899979
-187.1156,4.559392,139.0848,0.6000061,5.222614,0.6000061
-364.678,5.900361,135.5519,1,5.961442,1
-411.4315,0.4783929,122.3601,0.1321716,0.478642,0.1392517
-252.819,3.434284,164.9282,0.6000061,3.933846,0.6000061
-194.8319,3.1312,127.6143,0.6000061,3.586673,0.6000061
-490.7512,5.492356,162.8247,1,5.549212,1
-266.3533,2.395922,137.3915,0.4899902,2.677795,0.4900055
-417.9428,3.224798,157.6317,0.4899902,3.604186,0.4900055
-216.6847,3.976241,139.7289,0.4900055,4.444033,0.4900055
-360.6278,0.6272904,159.7822,0.139679,0.627617,0.1326447
-410.8459,0.4736802,157.8219,0.1639404,0.4739268,0.162384
-397.7957,4.018517,139.2123,0.6000061,4.603063,0.6000061
-230.6008,5.539053,157.1738,1,5.596394,1
-277.0975,4.931199,159.6711,1,4.982247,1
-355.9361,4.033568,127.985,0.4899902,4.508106,0.4900055
-448.179,5.686794,128.1931,1,5.745665,1
-183.3399,0.7118793,153.9613,0.1170959,0.71225,0.1255493
-315.7104,2.836294,140.9005,0.6000061,3.248869,0.6000061
-412.8087,2.504886,118.8891,0.4899902,2.799579,0.4899979
-371.8338,3.225338,149.47,0.6000061,3.694504,0.6000061
-456.4355,4.776146,155.0144,0.6000061,5.470898,0.6000061
-297.8032,3.817468,145.0473,0.6000061,4.372767,0.6000061
-175.3807,5.911256,125.3219,1,5.97245,1
-394.0319,0.7171142,112.1738,0.1542053,0.7174877,0.1493835
-414.9486,0.7295148,117.8526,0.1331482,0.7298947,0.1253891
-220.7456,3.942976,159.7858,0.4900055,4.406856,0.4900055
-293.6843,5.288086,156.722,1,5.342829,1
-410.0746,5.766225,162.7301,1,5.825918,1
-220.271,4.827937,134.3704,0.6000061,5.530221,0.6000061
-478.2834,4.049134,120.3854,0.6000061,4.638133,0.5999985
-192.5612,4.677748,136.6021,0.6000061,5.358187,0.6000061
-166.7903,3.057331,147.3192,0.6000061,3.502059,0.6000061
-185.0864,3.01624,161.8759,0.4900055,3.371093,0.4900055
-405.7257,3.35551,115.7508,0.6000061,3.843612,0.5999985
-173.9462,0.4910239,127.4586,0.1406097,0.4912796,0.1336975
-478.6349,2.931407,145.7568,0.6000061,3.357818,0.6000061
-455.939,3.693993,123.8908,1,3.732234,1
-288.672,4.271482,160.0912,0.4899902,4.774009,0.4900055
-445.3181,2.469668,148.3449,0.4899902,2.760218,0.4900055
-481.9288,5.22558,159.8849,1,5.279675,1
-465.9586,0.745625,126.1638,0.1491699,0.7460134,0.1540298
-200.3089,5.747492,163.1919,1,5.80699,1
-360.3287,4.301603,144.1572,1,4.346134,1
-450.5449,4.387084,162.7612,1,4.432499,1
-220.4768,4.487885,164.6312,1,4.534345,1
-181.8376,5.98896,151.1732,1,6.050959,1
-203.2068,4.866307,160.0822,0.6000061,5.574174,0.6000061
-228.3975,4.877559,125.3415,0.6000061,5.587062,0.5999985
-412.5936,3.596519,136.4331,0.4899902,4.019639,0.4900055
-466.9109,3.253568,121.0831,0.4899902,3.636341,0.4899979
-347.5888,4.175621,149.9533,1,4.218847,1
-180.1863,0.7323058,158.899,0.161438,0.7326871,0.1585541
-187.6583,5.689155,162.739,1,5.748049,1
-482.2181,3.289056,120.7971,0.4899902,3.676004,0.4899979
-414.9396,0.5383793,164.8253,0.1531982,0.5386596,0.1481934
-399.6093,4.229957,124.1168,1,4.273746,1
-324.4407,3.818817,155.6569,0.6000061,4.374313,0.6000061
-447.7223,6.201476,144.664,1,6.265673,1
-367.9939,4.032734,159.2413,1,4.07448,1
-325.7101,2.931858,164.0557,0.4899902,3.276782,0.4900055
-450.5697,3.975432,136.1339,0.6000061,4.55371,0.6000061
-219.3842,3.835827,136.7045,0.6000061,4.393798,0.6000061
-239.2632,2.841936,141.022,0.6000061,3.255332,0.6000061
-318.9262,3.348548,160.7115,0.6000061,3.835638,0.6000061
-371.8251,2.654735,150.9424,0.4899902,2.967057,0.4900055
-206.8032,5.273006,145.8388,1,5.327593,1
-474.3622,4.271183,115.0384,0.6000061,4.89248,0.5999985
-461.8069,4.646749,154.151,1,4.694852,1
-308.3936,0.6318836,134.0843,0.1167908,0.6322126,0.1252747
-351.3691,3.676563,134.5623,0.4899902,4.1091,0.4900055
-435.7196,4.304814,120.0766,0.6000061,4.931005,0.5999985
-288.6047,5.640767,159.1752,1,5.699161,1
-310.718,0.5257542,138.2921,0.156311,0.5260279,0.1519318
-444.8098,0.700075,119.998,0.129303,0.7004396,0.1366653
-311.7365,3.219933,141.2388,0.4899902,3.598749,0.4900055
-377.7706,5.978949,117.8094,1,6.040843,1
-317.2491,0.6421407,144.3851,0.1128235,0.6424752,0.1216278
-255.5885,0.6058167,135.3569,0.1511841,0.6061321,0.1556854
-375.1534,4.149831,136.2728,0.6000061,4.753478,0.6000061
-225.408,4.224036,155.1307,1,4.267764,1
-359.0705,4.081767,148.1011,0.6000061,4.675513,0.6000061
-179.4354,3.376246,147.1317,0.6000061,3.867364,0.6000061
-238.8183,2.450942,143.6997,0.4900055,2.739288,0.4900055
-387.8214,3.753831,125.1973,1,3.79269,1
-388.7444,3.344912,123.8717,0.4899902,3.738431,0.4899979
-280.7847,4.526217,134.8479,0.6000061,5.184612,0.6000061
-325.0199,0.4427099,165.7606,0.1362,0.4429404,0.1428375
-396.169,2.526906,161.9396,0.4899902,2.824189,0.4900055
-443.0659,3.905972,145.0768,0.6000061,4.474146,0.6000061
-275.1782,2.77112,149.2861,0.6000061,3.174215,0.6000061
-475.987,4.973659,116.3634,1,5.025146,1
-360.0959,3.325264,164.9491,0.4899902,3.716471,0.4900055
-383.219,4.611851,142.6753,0.6000061,5.282703,0.6000061
-204.8947,3.724396,159.9191,0.4900055,4.16256,0.4900055
-395.3539,0.7409268,121.9636,0.1627502,0.7413127,0.1641159
-237.4731,2.791829,156.8981,0.4900055,3.12028,0.4900055
-471.2292,0.6933674,156.3707,0.158783,0.6937285,0.1550446
-200.6635,3.269948,163.3182,0.6000061,3.745605,0.6000061
-396.4687,0.6190386,137.2474,0.1213074,0.6193609,0.129425
-435.2939,3.233023,134.0191,0.4899902,3.613379,0.4900055
-170.4066,2.924268,145.0435,0.6000061,3.349641,0.6000061
-453.3441,3.645836,137.7415,0.6000061,4.17617,0.6000061
-412.8887,4.112255,165.8356,1,4.154825,1
-373.4747,3.823054,133.861,0.4899902,4.272825,0.4900055
-260.9205,0.5657387,147.3815,0.1542358,0.5660334,0.1494293
-343.8927,4.705692,155.6463,0.6000061,5.390196,0.6000061
-430.9055,0.6054789,121.4781,0.1365967,0.6057943,0.1292038
-492.5526,4.259062,162.0091,0.4899902,4.760128,0.4900055
-218.7544,4.068254,161.1085,0.4900055,4.546871,0.4900055
-187.5867,3.418838,165.7684,1,3.45423,1
-173.2774,3.813521,136.7369,0.6000061,4.368247,0.6000061
-452.3601,4.334223,123.0546,1,4.379092,1
-345.6696,4.023537,159.0202,0.6000061,4.608812,0.6000061
-405.1527,2.72283,-149.1833,12.56067,2.72283,17.31665
-278.3672,1.633698,47.80371,5.040527,1.633698,4.552734
-315.9272,2.178264,74.06323,5.040527,2.178264,9.837158
-421.5344,2.72283,-82.03053,25.28394,2.72283,11.46313
-314.7891,2.72283,52.11255,4.87793,2.72283,7.235596
-463.7285,2.72283,146.6631,35.77148,2.72283,19.83691
-309.1388,2.72283,-146.6631,6.95105,2.72283,19.83691
-173.0039,2.72283,59.02295,6.503906,2.72283,9.755859
-348.0403,2.72283,12.35742,25.60913,2.72283,7.154297
-169.0203,3.267395,-150.5654,2.520264,3.267395,10.24365
-422.3068,3.267395,-149.7524,6.300659,3.267395,16.74756
-420.8027,3.267395,-97.3147,25.04004,3.267395,6.422607
-195.9302,3.267395,78.29077,5.853516,3.267395,12.60132
-447.7939,3.811961,-151.2158,9.755859,3.811961,15.28418
-424.2173,3.811961,64.22607,6.341309,3.811961,16.42236
-433.1602,3.811961,-153.98,6.178711,3.811961,12.52002
-361.3733,3.811961,60.07983,14.71509,3.811961,21.70679
-424.949,3.811961,-1.300781,23.98315,3.811961,6.666504
-423.8108,4.356527,10.08105,22.35718,4.356527,6.991699
-424.4612,4.356527,-11.78833,23.98315,4.356527,6.26001
-353.1621,4.356527,-61.05542,17.72314,4.356527,6.097412
-355.2759,4.356527,-71.54297,14.95898,4.356527,6.178711
-355.6824,4.356527,-3.49585,17.47925,4.356527,11.30054
-414.7053,4.356527,-117.7207,19.75562,4.356527,5.690918
-482.915,4.356527,-90.323,10.08105,4.356527,5.121826
-359.3408,4.356527,33.73901,15.93457,4.356527,6.26001
-411.2908,4.356527,59.42944,8.211182,4.356527,21.86938
-423.8921,4.356527,-34.4707,24.71484,4.356527,7.154297
-479.7444,4.356527,-110.8916,9.999756,4.356527,5.040527
-481.3704,4.356527,-121.054,10.32495,4.356527,5.772217
-479.2566,4.356527,-131.5415,11.46313,4.356527,5.853516
-325.6831,4.356527,66.99023,6.178711,4.356527,16.42236
-346.8208,4.356527,-18.53613,26.01563,4.356527,6.503906
-427.8757,4.901093,26.34082,25.77173,4.901093,11.86963
-486.4922,4.901093,4.87793,13.00781,4.901093,5.690918
-473.7283,4.901093,-68.20972,21.0564,4.901093,6.26001
-478.6062,4.901093,-78.85986,15.52808,4.901093,6.178711
-477.3867,4.901093,-100.6479,15.12158,4.901093,6.016113
-414.2988,4.901093,-55.3645,16.42236,4.901093,6.097412
-479.0127,4.901093,15.97522,20.4873,4.901093,6.138062
-485.6792,4.901093,-47.64111,10.24365,4.901093,5.853516
-417.6321,4.901093,-107.8022,22.35718,4.901093,6.503906
-349.5037,4.901093,-50.40527,20.08081,4.901093,6.341309
-353.0808,4.901093,23.49536,22.19458,4.901093,6.422607
-293.2449,4.901093,37.39746,21.38159,4.901093,6.341309
-354.7068,4.901093,-147.8826,10.97534,4.901093,18.61743
-290.4807,4.901093,-26.50342,21.0564,4.901093,5.853516
-304.7893,4.901093,68.29102,5.934814,4.901093,17.23535
-239.7502,4.901093,73.41284,7.723389,4.901093,15.69067
-346.5769,4.901093,-81.62402,22.03198,4.901093,6.503906
-285.4402,4.901093,6.341309,15.20288,4.901093,5.52832
-286.4158,4.901093,-14.95898,16.17847,4.901093,6.016113
-286.4971,4.901093,-4.308838,15.77197,4.901093,6.097412
-288.5295,4.901093,-62.6001,20.8938,4.901093,6.341309
-286.6597,4.901093,-36.01538,19.18652,4.901093,6.097412
-289.3425,4.901093,-49.34839,22.03198,4.901093,9.02417
-227.2302,4.901093,19.75562,16.34106,4.901093,5.934814
-227.3928,4.901093,75.77051,5.772217,4.901093,13.17041
-227.1489,4.901093,9.186768,15.77197,4.901093,5.772217
-206.2551,4.901093,72.76245,5.772217,4.901093,17.80444
-234.3845,4.901093,51.21826,12.11353,4.901093,5.52832
-185.1174,4.901093,76.0957,5.934814,4.901093,15.60938
-419.9897,4.901093,-22.51978,20.16211,4.901093,6.9104
-284.7898,4.901093,16.74756,9.674561,4.901093,5.365723
-408.4453,4.901093,-127.3953,13.9834,4.901093,5.934814
-412.998,5.445659,-44.95825,9.755859,5.445659,5.609619
-226.6611,5.445659,-1.38208,13.9834,5.445659,5.772217
-360.2351,5.445659,-29.75537,11.78833,5.445659,6.016113
-228.7749,5.445659,30.48706,15.60938,5.445659,5.772217
-221.3767,5.445659,-138.0454,13.7395,5.445659,6.016113
-173.9795,5.445659,33.65771,7.479492,5.445659,5.52832
-218.6125,5.445659,-106.3389,17.47925,5.445659,5.853516
-231.3765,5.445659,40.73071,13.49561,5.445659,5.934814
-290.3994,5.445659,26.99121,18.21094,5.445659,6.178711
-216.7427,5.445659,74.38843,5.853516,5.445659,15.69067
-287.7979,5.445659,-109.9973,24.87744,5.445659,22.03198
-167.8821,5.445659,-92.84326,1.38208,5.445659,5.365723
-168.7764,5.445659,-82.43701,2.276367,5.445659,5.365723
-169.1016,5.445659,-71.78687,2.601563,5.445659,5.609619
-489.6628,5.445659,-5.447021,8.211182,5.445659,5.609619
-488.7686,5.445659,62.92529,10.73145,5.445659,11.05664
-485.9231,5.445659,-58.37256,9.349365,5.445659,5.52832
-356.9019,5.990225,-40.24292,14.95898,5.990225,5.772217
-170.6462,5.990225,23.17017,4.14624,5.990225,5.609619
-226.1733,5.990225,-11.78833,13.9834,5.990225,5.772217
-411.0469,5.990225,-65.85205,13.6582,5.990225,6.016113
-281.2939,5.990225,-138.0454,18.37354,5.990225,8.29248
-224.9539,5.990225,-64.30737,12.43872,5.990225,5.609619
-167.6382,5.990225,-113.981,1.138184,5.990225,5.365723
-167.9634,5.990225,-103.4121,1.463379,5.990225,5.365723
-482.0208,5.990225,-36.74707,14.38989,5.990225,6.016113
-223.3279,5.990225,-74.79492,13.5769,5.990225,5.690918
-225.9294,5.990225,-32.76343,13.25171,5.990225,5.609619
-225.5229,5.990225,-53.98242,12.35742,5.990225,5.52832
-227.4741,5.990225,-22.43848,12.68262,5.990225,5.690918
-225.1978,5.990225,-43.41357,13.49561,5.990225,5.853516
-169.9958,5.990225,-50.68982,3.49585,5.990225,5.406372
-170.4836,5.990225,12.52002,3.983643,5.990225,5.52832
-474.7039,5.990225,-156.0938,5.609619,5.990225,10.40625
-223.0027,5.990225,-85.20117,13.5769,5.990225,5.853516
-221.7832,5.990225,-127.4766,13.6582,5.990225,5.853516
-450.8833,6.534791,59.99854,20.8125,6.534791,18.21094
-478.1997,6.534791,-20.6499,19.18652,6.534791,11.38184
-294.3018,6.534791,66.74634,6.341309,6.534791,17.64185
-286.8223,6.534791,-78.29077,21.62549,6.534791,11.78833
-169.752,6.534791,-61.17737,3.251953,6.534791,5.325073
-222.1084,6.534791,-117.0703,13.6582,6.534791,5.853516
-222.5149,6.534791,-95.77002,13.5769,6.534791,5.690918
-170.4836,6.534791,-40.03967,3.983643,6.534791,5.325073
-280.3997,6.534791,71.38037,8.048584,6.534791,16.58496
-170.8088,6.534791,1.869873,4.308838,6.534791,5.447021
-170.5649,7.079357,-8.617676,4.064941,7.079357,5.52832
-173.1665,7.623923,-19.10522,6.666504,7.623923,5.447021
-170.321,7.623923,-29.59277,3.821045,7.623923,5.52832
-481.0452,1.633698,37.11292,18.45483,1.633698,16.86951
-343.325,1.633698,-107.7209,21.70679,1.633698,22.19458
-339.7885,3.811961,-147.5574,6.21936,3.811961,18.94263
-281.8224,2.72283,-156.0938,21.25964,2.72283,10.40625
-324.8701,2.72283,-146.9883,10.89404,2.72283,19.51172
-487.0613,3.267395,-152.1914,7.560791,3.267395,14.30859
-464.3789,1.633698,-157.2319,5.52832,1.633698,9.268066
-177.8005,4.356527,-142.2729,6.422607,4.356527,19.18652
-188.3694,1.633698,-141.2974,7.072998,1.633698,20.9751
-213.8972,1.633698,-154.1426,21.0564,1.633698,10.89404
-299.3423,2.72283,-224.3848,11.21924,2.72283,21.30029
-404.0958,2.72283,-170.8088,11.91028,2.72283,4.308838
-266.5789,5.445659,-216.9866,8.536377,5.445659,16.50366
-411.0469,2.178264,-425.1929,6.503906,2.178264,5.52832
-416.0874,2.178264,-287.554,13.33301,2.178264,4.959229
-308.0006,2.72283,-168.939,6.056763,2.72283,2.438965
-337.0649,2.72283,-399.7463,15.28418,2.72283,5.772217
-470.5576,2.72283,-218.6125,20.6499,2.72283,8.048584
-213.2468,2.72283,-219.1003,6.26001,2.72283,21.0564
-463.5659,3.267395,-370.7227,15.77197,3.267395,5.52832
-297.4724,3.267395,-434.3796,11.46313,3.267395,21.54419
-457.1027,3.267395,-498.8496,5.325073,3.267395,0.6503906
-476.4924,3.267395,-317.4719,8.048584,3.267395,5.609619
-181.459,3.267395,-221.7019,6.503906,3.267395,26.58472
-212.4338,3.267395,-350.4792,9.837158,3.267395,5.772217
-421.2905,3.267395,-171.134,5.690918,3.267395,4.634033
-286.1719,3.267395,-494.1343,3.414551,3.267395,5.365723
-273.8145,3.267395,-269.6682,14.63379,3.267395,5.934814
-341.9429,3.267395,-315.4395,13.00781,3.267395,5.853516
-205.7673,3.267395,-392.7546,14.38989,3.267395,5.772217
-398.1204,3.267395,-402.7544,20.7312,3.267395,5.52832
-475.9233,3.811961,-327.7156,8.780273,3.811961,5.609619
-446.7777,3.811961,-171.8657,9.227417,3.811961,5.365723
-340.9673,3.811961,-304.9519,14.95898,3.811961,5.934814
-408.4453,3.811961,-330.2358,25.85303,3.811961,17.23535
-211.1331,3.811961,-329.4229,12.92651,3.811961,5.203125
-341.2112,3.811961,-294.3831,16.17847,3.811961,6.097412
